"","APMC","Commodity","Year","V1"
"4847","Pathari","Wheat(Husked)",2016,0.10096692341703
"4848","Nashik","Pineapple",2016,0.100933166615503
"4849","Sangali","Maize",2016,0.100890733905315
"4850","Partur","Gram",2015,0.100874034654202
"4851","Chopda","Ground Nut Pods (Dry)",2016,0.100846969246994
"4852","Indapur (Nimgaon Ketki)","Bajri",2016,0.100725833183232
"4853","Jalna","Rajgira",2015,0.100725774167716
"4854","Dound","Bajri",2016,0.100698425990371
"4855","Barshi","Maize",2016,0.100668916044827
"4856","Balapur","Soybean",2016,0.100654660404402
"4857","Indapur","Ground Nut Pods (Dry)",2016,0.100541724907492
"4858","Nashik","Garlic",2014,0.100489047735983
"4859","Sonpeth","Soybean",2016,0.100470844028396
"4860","Dhule","Maize",2015,0.100461562030972
"4861","Kolhapur-Laxmipuri","Rice(Paddy-Hus)",2016,0.100451540462356
"4862","Babhulgaon","Gram",2015,0.100408201842842
"4863","Dhule","Bajri",2015,0.100306080571319
"4864","Ahmednagar","Chillies(Red)",2016,0.100240944748302
"4865","Akola","Maize",2016,0.100220337552104
"4866","Nira-Saswad","Gram",2015,0.100219858750849
"4867","Malkapur","Maize",2016,0.100180199459637
"4868","Chalisgaon","Onion",2016,0.100165588960783
"4869","Shrirampur","Grapes",2015,0.100149796978367
"4870","Shrigonda","Cowpea",2016,0.100121314150308
"4871","Bhokar","Sesamum",2015,0.100112995901378
"4872","Mumbai","Guava",2014,0.100058389664123
"4873","Nilanga","Black Gram",2016,0.10003609513542
"4874","Kolhapur","Pomegranate",2015,0.0998961547190567
"4875","Pusad","Batbati",2016,0.0998604341898077
"4876","Amalner","Bajri",2015,0.0997815571943387
"4877","Kurdwadi","Wheat(Husked)",2016,0.099669820916262
"4878","Yeola","Green Gram",2015,0.0996650790606154
"4879","Gangakhed","Soybean",2016,0.0996283384872916
"4880","Shirpur","Ground Nut Pods (Dry)",2014,0.0996145233325675
"4881","Bhusaval","Gram",2016,0.0995713781353491
"4882","Kille Dharur","Soybean",2016,0.0995705122628081
"4883","Shahapur","Bitter Gourd",2016,0.0995682061823515
"4884","Bhusaval","Pigeon Pea (Tur)",2015,0.099556680366306
"4885","Amalner","Maize",2016,0.0995390848962149
"4886","Kada (Ashti)","Bajri",2016,0.0994810053461993
"4887","Pune-Manjri","Kanda Pat",2014,0.0994716584544522
"4888","Mandhal","Green Gram",2016,0.0993861965347766
"4889","Savner","Sorgum(Jawar)",2014,0.0993442338286687
"4890","Barshi","Turmeric",2016,0.0993402814663377
"4891","Bhusaval","Green Gram",2016,0.0993397998054239
"4892","Jalgaon","Jaggery",2016,0.0993394688792646
"4893","Shegaon","Safflower",2015,0.0993197891741526
"4894","Partur","Bajri",2016,0.0993161122431247
"4895","Kopargaon","Soybean",2016,0.0992471081200204
"4896","Dondaicha","Maize",2016,0.0991409741222443
"4897","Akot","Ground Nut Pods (Dry)",2016,0.0990786833150849
"4898","Nampur","Bajri",2016,0.0990453309856436
"4899","Armori","Ground Nut Pods (Dry)",2016,0.0990343823716225
"4900","Nilanga","Pigeon Pea (Tur)",2016,0.0990231568569633
"4901","Gangapur","Bajri",2016,0.0989896699528095
"4902","Rahuri","Ground Nut Pods (Dry)",2016,0.0989589925161904
"4903","Solapur","Banana",2014,0.0989491522590075
"4904","Barshi","Maize",2015,0.0989403440744545
"4905","Kada (Ashti)","Gram",2015,0.0989281640719951
"4906","Kada (Ashti)","Pigeon Pea (Tur)",2016,0.098911030985284
"4907","Pulgaon","Soybean",2016,0.0989043601925402
"4908","Sinner","Soybean",2016,0.0988844537505611
"4909","Mantha","Gram",2015,0.0988576704132472
"4910","Kille Dharur","Green Gram",2014,0.0987783752181879
"4911","Mumbai","Chillies(Red)",2015,0.0987091152033934
"4912","Barshi-Vairag","Gram",2014,0.0986913726992979
"4913","Amarawati","Sesamum",2015,0.0986516698339592
"4914","Karanja","Ground Nut Pods (Dry)",2016,0.0986502465664075
"4915","Sangali","Horse Gram",2015,0.098591585603842
"4916","Solapur","Brinjal",2014,0.0984738287553879
"4917","Devala","Green Gram",2015,0.098444871298499
"4918","Nandurbar","Cluster Bean",2015,0.098392982975306
"4919","Kopargaon","Green Gram",2015,0.0983916628686844
"4920","Buldhana","Wheat(Husked)",2015,0.0983189566380609
"4921","Pune","Ghosali(Bhaji)",2014,0.0983054267176168
"4922","Ambejogai","Black Gram",2016,0.0982793710802051
"4923","Sillod-Bharadi","Soybean",2016,0.098122124697462
"4924","Morshi","Sorgum(Jawar)",2015,0.0981032794233342
"4925","Washim","Sorgum(Jawar)",2016,0.0980654486278325
"4926","Chakur","Sorgum(Jawar)",2016,0.0980602456807053
"4927","Ramtek","Paddy-Unhusked",2016,0.0979494218297319
"4928","Shegaon","Bajri",2016,0.0979089756147623
"4929","Pandharpur","Wheat(Husked)",2015,0.097826595781525
"4930","Majalgaon","Green Gram",2015,0.0977761545100175
"4931","Umared","Mustard",2014,0.0977566978598914
"4932","Varora","Gram",2015,0.0977439642735025
"4933","Aheri","Batbati",2016,0.097628647609994
"4934","Sonpeth","Gram",2014,0.09762684066947
"4935","Yeola","Green Gram",2014,0.097543385247493
"4936","Jintur","Soybean",2016,0.0975091587208329
"4937","Kannad","Maize",2014,0.0975078585596481
"4938","Fulambri","Maize",2015,0.0974918171447321
"4939","Malkapur","Soybean",2016,0.0974130877253904
"4940","Aurangabad","Pomegranate",2014,0.0974128151281618
"4941","Manora","Gram",2015,0.0974123810416042
"4942","Mohol","Sorgum(Jawar)",2015,0.0974106203251976
"4943","Aheri","Batbati",2015,0.0974077153050199
"4944","Dondaicha","Gram",2015,0.0973846427342225
"4945","Katol","Ground Nut Pods (Dry)",2016,0.0973485241271639
"4946","Akluj","Wheat(Husked)",2016,0.0972774387360952
"4947","Kolhapur-Laxmipuri","Green Gram",2016,0.0972680985747506
"4948","Murum","Maize",2015,0.0971609868352966
"4949","Umared","Sorgum(Jawar)",2015,0.0971528569077454
"4950","Manwat","Green Gram",2016,0.0971393145957482
"4951","Gondpimpri","Soybean",2015,0.0971008056032718
"4952","Mumbai","Curry Leaves",2014,0.0970903743870169
"4953","Pune-Pimpri","Black Gram",2016,0.0970814961310275
"4954","Barshi","Gram",2015,0.0970789890024994
"4955","Baramati","Maize",2015,0.0970731473985388
"4956","Bhokar","Turmeric",2015,0.0970659648290462
"4957","Parli-Vaijnath","Soybean",2016,0.0970573868146289
"4958","Malkapur","Bajri",2016,0.097053890354148
"4959","Latur","Tamarind",2016,0.0970462625037442
"4960","Nagpur","Orange",2014,0.0970103487712583
"4961","Dhule","Ground Nut Pods (Dry)",2015,0.0968519489965686
"4962","Mumbai","Coconut",2015,0.0968335648850427
"4963","Bhiwapur","Chillies(Red)",2016,0.0968196520358644
"4964","Jalna","Green Gram",2015,0.0968122498512404
"4965","Amarawati","Green Gram",2015,0.0967850452159702
"4966","Akola","Batbati",2016,0.0967807180804355
"4967","Shegaon","Sesamum",2016,0.096777859915424
"4968","Lasalgaon-Vinchur","Bajri",2015,0.0967676318583076
"4969","Aarni","Soybean",2016,0.0967312625790945
"4970","Ahmednagar","Cabbage",2015,0.0967090796570399
"4971","Kalyan","Green Gram",2015,0.0967035943063175
"4972","Shegaon","Green Gram",2015,0.09665996386399
"4973","Jalgaon","Soybean",2015,0.0965615332074116
"4974","Pune","Lentil",2015,0.0965490425472902
"4975","Solapur","Green Chilli",2014,0.0965113066848536
"4976","Kolhapur-Laxmipuri","Gr.Nut Kernels",2016,0.0964898251519909
"4977","Khamgaon","Ground Nut Pods (Dry)",2016,0.096476932269733
"4978","Mohol","Pigeon Pea (Tur)",2016,0.0964521192835666
"4979","Aurangabad","Apple",2016,0.0963538946476468
"4980","Nandurbar","Maize",2015,0.09629065074951
"4981","Khalapur(Shil-Phata)","Rice(Paddy-Hus)",2016,0.0962609330963909
"4982","Gevrai","Safflower",2016,0.0962341424469893
"4983","Vani","Gram",2014,0.0962195074720921
"4984","Nira","Rice(Paddy-Hus)",2015,0.0962116500582054
"4985","Devala","Bajri",2016,0.096203094403937
"4986","Jalgaon","Maize",2016,0.0961016016049701
"4987","Rahata","Maize",2016,0.096057815604569
"4988","Chopda","Bajri",2015,0.0959548151784422
"4989","Ahmednagar","Bajri",2016,0.0959401326828875
"4990","Jalgaon","Brinjal",2014,0.0959287736190947
"4991","Babhulgaon","Soybean",2016,0.0959154319691772
"4992","Purna","Mustard",2015,0.0959134739271796
"4993","Gangapur","Sorgum(Jawar)",2014,0.0958951275817489
"4994","Sonpeth","Sesamum",2014,0.095860502812028
"4995","Dound","Sorgum(Jawar)",2015,0.0958603612791783
"4996","Indapur-Bhigwan","Wheat(Unhusked)",2016,0.0958505637275359
"4997","Hingoli","Sorgum(Jawar)",2015,0.0957408159180923
"4998","Shrirampur","Mosambi",2015,0.0956984795559991
"4999","Nashik","Potato",2016,0.095651746157165
"5000","Akot","Maize",2016,0.0955772683151476
"5001","Gevrai","Maize",2015,0.0955486801236862
"5002","Ahmedpur","Ground Nut Pods (Dry)",2015,0.0955437367998734
"5003","Paithan","Maize",2016,0.0955375358642771
"5004","Umared","Mustard",2015,0.0955275386336914
"5005","Pune","Parwar",2015,0.0954252377275677
"5006","Shahada","Sorgum(Jawar)",2015,0.095425035065509
"5007","Latur-Murud","Sorgum(Jawar)",2015,0.0954207141735215
"5008","Aheri","Sorgum(Jawar)",2014,0.0953701411874557
"5009","Kalyan","Sorgum(Jawar)",2016,0.0953308593286163
"5010","Shevgaon-Bodhegaon","Sorgum(Jawar)",2015,0.0952771622846213
"5011","Malegaon","Bajri",2016,0.0952586387787058
"5012","Mumbai","Papai",2014,0.095249376781688
"5013","Shrirampur","Tamarind",2015,0.0952363804420988
"5014","Shegaon","Maize",2016,0.0952000530887255
"5015","Ambejogai","Green Gram",2014,0.0949743808300612
"5016","Jalgaon Jamod-Aasalgaon","Black Gram",2016,0.0948981277533501
"5017","Yeola","Bajri",2016,0.0948272612999798
"5018","Osmanabad","Sweet Potato",2016,0.0948123849950152
"5019","Purna","Soybean",2016,0.0947832451710199
"5020","Mumbai","Mosambi",2015,0.0947816111540051
"5021","Newasa","Pigeon Pea (Tur)",2016,0.0947731762045616
"5022","Sillod","Bajri",2016,0.0947478585888521
"5023","Kej","Sesamum",2015,0.0946671393152471
"5024","Solapur","Cabbage",2014,0.0945829953005724
"5025","Gangapur","Bajri",2015,0.0945544526117462
"5026","Raver","Maize",2014,0.0944931388890569
"5027","Sillod","Maize",2016,0.0944684199844245
"5028","Hadgaon","Soybean",2014,0.0944363702686588
"5029","Chimur","Paddy-Unhusked",2016,0.0943637655724926
"5030","Akot","Thymol/Lovage",2015,0.0943628743670805
"5031","Sakri","Maize",2014,0.0943578725231894
"5032","Nandura","Bajri",2016,0.09434413381491
"5033","Vasai","Onion",2014,0.0942809041582063
"5034","Mumbai","Potato",2015,0.0942166723897124
"5035","Osmanabad","Garlic",2016,0.0942004965599794
"5036","Lasalgaon","Green Gram",2016,0.0941821084584059
"5037","Dhule","Maize",2014,0.0941756197500032
"5038","Naigaon","Green Gram",2015,0.0941704401230247
"5039","Solapur","Wheat(Unhusked)",2015,0.0941306642974586
"5040","Parli-Vaijnath","Ground Nut Pods (Dry)",2015,0.0941098916157651
"5041","Akola","Sesamum",2015,0.0940661557339297
"5042","Jalna","Mustard",2016,0.0940520547912582
"5043","Mangaon(Bhadav)","Nachani",2014,0.0939805064000358
"5044","Vaijapur","Soybean",2016,0.093894861693495
"5045","Panvel","Bitter Gourd",2015,0.0938693293562503
"5046","Kalamb (Os)","Bajri",2016,0.0938445079602916
"5047","Bhusaval","Black Gram",2014,0.0938386702397288
"5048","Bhokardan","Gram",2015,0.093798110325457
"5049","Hanegaon","Pigeon Pea (Tur)",2016,0.0937900800758979
"5050","Gevrai","Matki",2015,0.0937726814528967
"5051","Amalner","Bajri",2016,0.0937726431322784
"5052","Pusad","Sesamum",2014,0.0937372531810666
"5053","Loha","Sorgum(Jawar)",2014,0.0936917716627184
"5054","Akola","Soybean",2016,0.0936734367773498
"5055","Nagpur","Chikoo",2016,0.0936500325443126
"5056","Pachora","Sesamum",2016,0.0936353797279894
"5057","Kada (Ashti)","Maize",2016,0.093627687732168
"5058","Solapur","Green Gram",2015,0.0936228576091813
"5059","Latur","Green Gram",2016,0.0935962582151091
"5060","Sailu","Sorgum(Jawar)",2016,0.0935912332020799
"5061","Ausa","Maize",2016,0.0935895028670355
"5062","Ausa","Ground Nut Pods (Dry)",2014,0.0935555388346433
"5063","Dhule","Matki",2015,0.0935323045295699
"5064","Rahata","Small Gourd",2014,0.0935219529582825
"5065","Jalgaon","Chikoo",2015,0.0935219529582825
"5066","Pune","Coriander (Dry)",2016,0.0935026678436376
"5067","Sangamner","Soybean",2015,0.0934218539239203
"5068","Akola","Black Gram",2014,0.0933674758287941
"5069","Raver","Bajri",2016,0.0933249843275683
"5070","Daryapur","Green Gram",2014,0.0932775413425688
"5071","Jalna","Black Gram",2014,0.0932583414721119
"5072","Yawal","Maize",2016,0.0932280245206765
"5073","Pune","Small Gourd",2014,0.0932075258963203
"5074","Achalpur","Lentil",2015,0.0931709152606076
"5075","Yeola","Maize",2016,0.0931643110735317
"5076","Jalgaon","Pigeon Pea (Tur)",2016,0.0931311969845504
"5077","Murtizapur","Soybean",2016,0.093114907817961
"5078","Sakri","Pigeon Pea (Tur)",2015,0.0931056206745748
"5079","Rahuri-Vambori","Green Gram",2015,0.0931047490891483
"5080","Hadgaon","Soybean",2016,0.0930646620902931
"5081","Chopda","Maize",2015,0.0930317344928865
"5082","Khamgaon","Maize",2015,0.0929590169530242
"5083","Phaltan","Maize",2016,0.0929344055221726
"5084","Digras","Green Gram",2015,0.0928647544231821
"5085","Ausa","Bajri",2014,0.0928610110232936
"5086","Kolhapur-Laxmipuri","Spilt Pigeon Pea",2016,0.092833673546125
"5087","Lakhandur","Mustard",2016,0.0927632578909953
"5088","Malegaon","Maize",2015,0.0927302093212248
"5089","Aheri","Soybean",2015,0.0927104393447628
"5090","Pusad","Spilt Pigeon Pea",2015,0.092594810497444
"5091","Kalamb (Os)","Green Gram",2014,0.0925701587269684
"5092","Pune-Moshi","Potato",2016,0.0925379474797666
"5093","Dhule","Bajri",2016,0.0925342778733307
"5094","Ausa","Green Gram",2014,0.0924982596367057
"5095","Barshi","Green Gram",2015,0.0924980237238521
"5096","Solapur","Ground Nut Pods (Dry)",2014,0.0924777979684498
"5097","Mumbai-Onion And Potato Mkt","Potato",2016,0.0924637424677307
"5098","Rahuri-Vambori","Pigeon Pea (Tur)",2014,0.0924194689273844
"5099","Sailu","Sorgum(Jawar)",2015,0.0923898967984379
"5100","Gangapur","Maize",2016,0.0923562376492204
"5101","Kalyan","Grapes",2015,0.092253899341558
"5102","Yeotmal","Ground Nut Pods (Dry)",2016,0.0922288145544596
"5103","Lohara","Pigeon Pea (Tur)",2016,0.0922274410614864
"5104","Nampur","Green Gram",2016,0.0921274450633195
"5105","Lonand","Gram",2015,0.0920976481905761
"5106","Devala","Pigeon Pea (Tur)",2016,0.092075153251666
"5107","Nandurbar","Maize",2016,0.0920731583821809
"5108","Khed (Shel Pimpalgaon)","Bitter Gourd",2015,0.0920494034680713
"5109","Aheri","Paddy-Unhusked",2016,0.0920452000577008
"5110","Sangali","Turmeric",2014,0.0920325172185227
"5111","Digras","Soybean",2016,0.0920287330131636
"5112","Kada","Bajri",2016,0.091974666280728
"5113","Dudhani","Sorgum(Jawar)",2015,0.0919606096177
"5114","Dhadgaon","Sorgum(Jawar)",2016,0.0919563993714277
"5115","Shrirampur","Ginger (Fresh)",2014,0.0919424574897755
"5116","Akot","Maize",2015,0.0919406454655549
"5117","Mumbai","Custard Apple",2014,0.0918727915194346
"5118","Ambejogai","Black Gram",2014,0.0918466703851249
"5119","Rahata","Sorgum(Jawar)",2015,0.0918401509784055
"5120","Karanja","Green Gram",2014,0.0918391316615287
"5121","Vaijapur","Cowpea",2014,0.0918320495047464
"5122","Purna","Mustard",2016,0.0918320495047464
"5123","Shrirampur","Flower",2014,0.0918276854616955
"5124","Nandgaon","Pigeon Pea (Tur)",2016,0.0917888940345683
"5125","Parli-Vaijnath","Green Gram",2014,0.0917726564191413
"5126","Mehkar","Sorgum(Jawar)",2014,0.0917543354995238
"5127","Indapur-Bhigwan","Bajri",2016,0.0917426240706623
"5128","Mohol","Wheat(Husked)",2015,0.0917424633380007
"5129","Junnar-Otur","Mango(Raw)",2016,0.0916946449418964
"5130","Manmad","Maize",2016,0.0916605587988041
"5131","Shevgaon","Maize",2015,0.091649946899182
"5132","Vadgaon Peth","Bitter Gourd",2015,0.0916495786000244
"5133","Dondaicha","Maize",2015,0.0916141599762482
"5134","Chalisgaon","Maize",2014,0.0916081628873188
"5135","Shirur","Cowpea",2016,0.0915989675360125
"5136","Jalgaon","Papai",2014,0.0915807862580619
"5137","Dondaicha","Sorgum(Jawar)",2015,0.091567955091316
"5138","Akkalkuwa","Gram",2015,0.0915677846140853
"5139","Nandgaon","Ground Nut Pods (Dry)",2015,0.0915651610682771
"5140","Tumsar","Sarsav",2016,0.0914713196263395
"5141","Gevrai","Sorgum(Jawar)",2014,0.0914185534601554
"5142","Nandgaon","Green Gram",2016,0.0914141873190348
"5143","Akola","Green Gram",2015,0.091364853933737
"5144","Katol","Soybean",2016,0.0913603258169505
"5145","Mantha","Soybean",2016,0.0912480559787579
"5146","Jalgaon","Garlic",2014,0.0912353271682758
"5147","Tuljapur","Bajri",2015,0.0912328038298135
"5148","Achalpur","Sorgum(Jawar)",2015,0.0912238482800168
"5149","Akola","Maize",2015,0.0912170450242793
"5150","Amarawati","Linseed",2016,0.091190145648429
"5151","Partur","Black Gram",2015,0.0911832955162574
"5152","Paithan","Maize",2015,0.0911575214342509
"5153","Armori-Desaiganj","Paddy-Unhusked",2014,0.0911379086996716
"5154","Akkolkot","Black Gram",2014,0.091096323103248
"5155","Vaijapur","Soybean",2015,0.0910855774070981
"5156","Sillod","Black Gram",2016,0.091082693090154
"5157","Bhivandi","Potato",2016,0.0910753251023276
"5158","Satana","Bajri",2016,0.0910590094264043
"5159","Lonar","Maize",2015,0.0910538944079358
"5160","Kalvan","Bajri",2016,0.0909668070120703
"5161","Beed","Maize",2014,0.0909399388513482
"5162","Pachora","Bajri",2016,0.0909080810702821
"5163","Dound","Maize",2015,0.0908940587774369
"5164","Shirpur","Onion",2014,0.0908786171052564
"5165","Rahuri","Potato",2016,0.0908671698025129
"5166","Malegaon","Green Gram",2014,0.0908670087616765
"5167","Rahata","Bajri",2016,0.090856720143154
"5168","Jalna-Badnapur","Black Gram",2016,0.0908490705218468
"5169","Dondaicha-Sindkheda","Sorgum(Jawar)",2016,0.0908379876042547
"5170","Indapur","Pomegranate",2014,0.090831524480954
"5171","Korpana","Soybean",2015,0.0907850710783256
"5172","Parli-Vaijnath","Wheat(Husked)",2015,0.0907519106117449
"5173","Jintur","Turmeric",2016,0.0907032100854119
"5174","Lasur Station","Wheat(Husked)",2014,0.0905178847788079
"5175","Purna","Sorgum(Jawar)",2016,0.090498178992474
"5176","Vadgaon Peth","Ladies Finger",2016,0.0904878412276453
"5177","Shirpur","Bajri",2016,0.0904854805916013
"5178","Kolhapur","Ground Nut Pods (Dry)",2015,0.0903989783913229
"5179","Ghatanji","Ground Nut Pods (Dry)",2015,0.0903847622665272
"5180","Ahmednagar","Matki",2015,0.0903238566405878
"5181","Vaijapur","Green Gram",2014,0.0903127846319847
"5182","Bhokardan-Pimpalgaon Renu","Gram",2015,0.0902869426113181
"5183","Jintur","Green Gram",2015,0.0902849824206183
"5184","Mantha","Green Gram",2014,0.0902735168138885
"5185","Basmat","Ground Nut Pods (Dry)",2014,0.0902711476573265
"5186","Bhokar","Sesamum",2016,0.0902500066935942
"5187","Manmad","Bajri",2016,0.0902122870181983
"5188","Phaltan","Jaggery",2014,0.0901922659286906
"5189","Karanja","Soybean",2016,0.0901844434080521
"5190","Jalgaon","Sorgum(Jawar)",2016,0.0901552749013177
"5191","Pune","Green Peas (Dry)",2014,0.0901264942472548
"5192","Nandgaon","Gram",2015,0.090114237465139
"5193","Kalyan","Squash Gourd",2015,0.0900966732547665
"5194","Sakri","Bajri",2014,0.0900899395680927
"5195","Partur","Wheat(Husked)",2015,0.0900663752924665
"5196","Jalgaon","Cabbage",2014,0.0900595154074096
"5197","Bhokardan","Maize",2015,0.0900474898784966
"5198","Paranda","Gram",2015,0.0900122036701657
"5199","Taloda","Maize",2015,0.0899795696244489
"5200","Mumbai-Onion And Potato Mkt","Garlic",2016,0.0899739587583966
"5201","Khamgaon","Maize",2016,0.0898989524728403
"5202","Mantha","Bajri",2016,0.0898859812726035
"5203","Sillod-Bharadi","Bajri",2016,0.0898849074668592
"5204","Kamthi","Onion",2014,0.0898545264578077
"5205","Karad","Potato",2014,0.0898544175634928
"5206","Jamner-Neri","Green Gram",2015,0.0898433994222897
"5207","Shirpur","Matki",2015,0.0898394113106114
"5208","Jalgaon-Masawat","Wheat(Husked)",2016,0.0898110456643142
"5209","Phaltan","Onion",2014,0.0898068815396938
"5210","Umarga","Maize",2015,0.0897797802355255
"5211","Nandgaon Khandeshwar","Chino",2015,0.0897540910491775
